ID|Mosha|Gjinia|Familja|Niveli_edukimit|Statusi_martesor|Te_Ardhurat_vjetore|Lloji_cc|Muajt_me_banken|Muajt_joaktiv_gjatevitit|sa_here_ka_kontaktuar_banken|CC_limiti|CC_shuma_perdorur|CC_shuma_paperdorur|Transaksioni_Fundit|Numri_transaksioneve|Indikatori_Largim
715822008|32|M|1|High School|Married|Less than $40K|Blue|14|2|2|3568|2175|1393|1913|35|Ekzistues
714971583|36|M|2|Graduate|Single|$60K - $80K|Blue|27|3|2|7776|831|6945|3063|87|Ekzistues
713663508|58|M|0|High School|Unknown|$40K - $60K|Blue|42|2|3|1438.3|0|1438.3|1088|22|Larguar
709025583|53|M|3|High School|Married|$80K - $120K|Blue|36|3|3|9355|715|8640|1138|38|Ekzistues
812809083|37|F|3|Unknown|Single|Unknown|Blue|32|4|4|19636|1566|18070|2595|58|Ekzistues
714073983|47|M|2|Unknown|Single|$40K - $60K|Blue|36|3|3|7327|0|7327|1788|46|Ekzistues
789297558|36|M|1|Uneducated|Single|$120K +|Blue|25|3|2|7049|1932|5117|2602|51|Ekzistues
710375283|26|F|0|Uneducated|Single|$40K - $60K|Blue|18|3|2|2033|1471|562|2236|55|Ekzistues
712189233|38|F|1|Graduate|Married|$40K - $60K|Blue|20|1|3|5153|2517|2636|3095|63|Ekzistues
713767383|32|F|0|High School|Married|$40K - $60K|Blue|22|2|2|2062|1665|397|2397|41|Ekzistues
797414733|37|F|3|Graduate|Single|Less than $40K|Blue|31|3|4|2005|1517|488|2439|61|Ekzistues
712452033|26|M|1|Unknown|Single|Less than $40K|Blue|13|2|3|2479|828|1651|2225|44|Ekzistues
714151533|55|F|1|Graduate|Married|$40K - $60K|Blue|46|4|4|4589|1622|2967|1569|33|Ekzistues
720440583|35|M|2|Unknown|Married|$80K - $120K|Blue|36|2|2|2263|1188|1075|1927|47|Ekzistues
787494783|58|M|3|High School|Married|$60K - $80K|Blue|46|3|2|8184|1205|6979|2140|49|Ekzistues
819966033|32|M|0|Graduate|Single|Unknown|Blue|27|3|3|9238|0|9238|2522|68|Ekzistues
710297133|47|M|3|High School|Married|$80K - $120K|Blue|36|3|3|30210|1194|29016|3503|65|Ekzistues
793355508|32|M|0|Graduate|Single|Less than $40K|Blue|26|3|3|6942|0|6942|2657|71|Ekzistues
708580908|56|M|3|High School|Married|$60K - $80K|Blue|37|3|3|14551|2517|12034|1373|35|Ekzistues
719826333|34|F|2|Doctorate|Single|Less than $40K|Blue|13|1|2|1438.3|0|1438.3|2557|67|Ekzistues
780689733|65|M|0|Unknown|Single|Unknown|Blue|56|2|2|11332|633|10699|2758|56|Ekzistues
744764433|55|M|2|Uneducated|Married|$120K +|Blue|48|2|3|30967|817|30150|1473|35|Ekzistues
714902283|43|M|0|High School|Married|$80K - $120K|Blue|36|3|3|7866|0|7866|2843|53|Ekzistues
789309558|31|M|2|College|Married|Less than $40K|Blue|21|2|4|2718|1920|798|2570|49|Ekzistues
713188383|54|F|1|College|Married|Less than $40K|Blue|36|2|4|3084|2517|567|1446|22|Ekzistues
719506983|52|M|3|Graduate|Married|$80K - $120K|Blue|42|2|4|17302|1339|15963|1181|30|Ekzistues
714804483|48|M|3|College|Divorced|$40K - $60K|Blue|36|3|3|12159|1665|10494|1426|34|Ekzistues
748503708|54|F|1|High School|Single|Less than $40K|Blue|47|4|3|2797|1627|1170|1566|36|Ekzistues
803587533|33|M|1|Uneducated|Single|$60K - $80K|Blue|28|3|4|2618|1812|806|3319|86|Ekzistues
789777408|26|F|0|Post-Graduate|Single|Less than $40K|Blue|15|2|3|1442|1428|14|1134|26|Larguar
716811483|30|F|2|Uneducated|Married|Less than $40K|Blue|24|2|1|2063|0|2063|1859|43|Ekzistues
714118383|49|F|5|Graduate|Married|Less than $40K|Blue|43|2|3|8154|0|8154|2223|72|Ekzistues
720532908|36|F|2|Unknown|Divorced|$40K - $60K|Blue|20|3|2|9735|1245|8490|2967|80|Ekzistues
765055833|56|M|4|Unknown|Married|$80K - $120K|Blue|49|4|2|4310|2229|2081|1645|33|Ekzistues
715310208|53|M|3|Uneducated|Married|$80K - $120K|Blue|36|3|1|11450|2129|9321|2197|45|Ekzistues
718577958|39|M|2|Uneducated|Married|$120K +|Blue|26|3|4|8906|0|8906|809|15|Larguar
789167658|34|M|3|College|Married|$60K - $80K|Blue|23|3|2|4245|1815|2430|1534|34|Ekzistues
789987183|53|M|2|College|Married|$80K - $120K|Blue|45|4|4|21953|1311|20642|1413|37|Ekzistues
717730533|32|M|0|Graduate|Single|$40K - $60K|Blue|21|1|3|1614|925|689|2659|63|Ekzistues
708668283|39|M|2|Graduate|Married|$80K - $120K|Blue|22|4|2|5140|2517|2623|1842|36|Ekzistues
772360683|57|M|1|High School|Married|$120K +|Blue|46|3|4|31762|2517|29245|1515|36|Ekzistues
712500933|48|F|4|Graduate|Single|Unknown|Blue|40|4|4|11692|648|11044|2997|56|Ekzistues
804867183|37|M|3|Unknown|Married|$60K - $80K|Blue|30|2|4|16043|0|16043|2599|47|Ekzistues
826068183|36|M|1|Graduate|Married|$80K - $120K|Blue|32|4|3|15488|1463|14025|2916|50|Ekzistues
820044333|39|M|3|College|Divorced|$40K - $60K|Blue|34|3|2|2503|2185|318|4157|58|Ekzistues
714211533|31|M|0|Graduate|Divorced|Less than $40K|Blue|36|3|2|3312|2491|821|2670|50|Ekzistues
710287533|31|M|2|Graduate|Single|$40K - $60K|Blue|36|2|4|6269|1169|5100|2221|57|Ekzistues
720603558|36|M|4|Graduate|Single|$60K - $80K|Blue|36|2|1|20337|1605|18732|2460|74|Ekzistues
819258408|47|F|5|Graduate|Single|Less than $40K|Blue|42|2|4|2224|1106|1118|1698|41|Ekzistues
717664008|37|M|3|College|Married|$60K - $80K|Blue|19|3|4|3100|2517|583|694|12|Larguar
717437058|38|M|2|Unknown|Divorced|$60K - $80K|Silver|26|2|0|26437|681|25756|2167|57|Ekzistues
717327783|39|M|2|Graduate|Married|$80K - $120K|Blue|27|2|2|9959|1476|8483|2760|44|Ekzistues
712887633|39|M|1|Unknown|Single|$80K - $120K|Blue|36|3|3|25008|876|24132|1753|43|Ekzistues
716129208|37|M|3|Graduate|Married|$40K - $60K|Blue|36|3|3|2031|0|2031|1678|36|Ekzistues
718037433|58|M|1|Graduate|Married|$80K - $120K|Blue|49|4|2|1654|1253|401|1887|60|Ekzistues
709839858|58|F|2|Graduate|Married|Less than $40K|Blue|39|4|3|4608|1077|3531|1535|31|Ekzistues
719686458|37|M|3|Graduate|Married|$40K - $60K|Blue|36|4|1|3908|1629|2279|1903|30|Ekzistues
721434483|54|M|3|Graduate|Married|$80K - $120K|Blue|46|3|2|2798|1256|1542|2631|55|Ekzistues
716096358|45|F|3|Uneducated|Single|Less than $40K|Blue|39|4|1|2551|2253|298|3753|63|Ekzistues
718244958|36|F|2|Graduate|Married|Unknown|Blue|26|2|2|8621|1251|7370|1989|37|Ekzistues
711315783|53|M|3|Graduate|Married|$40K - $60K|Blue|43|4|2|7451|683|6768|2165|49|Ekzistues
821296083|34|F|1|College|Married|Less than $40K|Blue|30|3|3|2617|1010|1607|2003|47|Ekzistues
711562833|35|M|4|Graduate|Married|$80K - $120K|Blue|24|3|4|12634|0|12634|717|18|Larguar
716447733|32|M|3|Graduate|Married|$40K - $60K|Blue|18|3|3|6407|963|5444|1921|43|Ekzistues
719591283|38|M|2|Uneducated|Married|Less than $40K|Blue|27|2|4|1438.3|0|1438.3|2412|58|Ekzistues
789911808|37|M|3|Uneducated|Married|$80K - $120K|Blue|28|2|2|2672|1259|1413|2487|52|Ekzistues
713195808|37|F|3|High School|Married|Unknown|Blue|36|3|4|11948|1281|10667|2792|51|Ekzistues
717866133|47|F|2|Graduate|Single|Less than $40K|Blue|36|3|3|2677|1390|1287|2170|63|Ekzistues
716670783|52|F|3|Doctorate|Single|Unknown|Blue|36|2|1|24703|1085|23618|4776|63|Ekzistues
789197508|54|M|3|High School|Married|$60K - $80K|Blue|43|3|4|2240|1580|660|1518|36|Ekzistues
713108433|53|M|3|College|Married|$80K - $120K|Blue|40|4|4|6052|1720|4332|1476|37|Ekzistues
711403383|33|F|3|College|Single|Less than $40K|Blue|23|4|1|2562|1968|594|2256|70|Ekzistues
768212583|49|M|2|Graduate|Married|$60K - $80K|Blue|43|4|4|15377|1516|13861|1848|49|Ekzistues
720181758|37|M|0|Doctorate|Married|$120K +|Blue|22|3|4|8654|0|8654|850|18|Larguar
710632683|31|M|1|Uneducated|Married|$40K - $60K|Blue|24|2|3|1438.3|0|1438.3|2308|49|Ekzistues
711836733|43|M|3|Graduate|Single|$120K +|Blue|31|3|3|1438.3|0|1438.3|1867|45|Ekzistues
771183933|39|M|1|Uneducated|Married|$80K - $120K|Blue|26|2|3|16040|1220|14820|1923|49|Ekzistues
711327558|38|M|2|High School|Married|$40K - $60K|Blue|36|3|1|2801|1980|821|1600|45|Ekzistues
788971308|62|F|1|Uneducated|Married|Less than $40K|Blue|49|4|2|2658|1158|1500|1809|41|Ekzistues
718950483|58|F|1|Unknown|Married|$40K - $60K|Blue|48|3|2|12423|1910|10513|1208|38|Ekzistues
714278958|39|F|2|High School|Married|Unknown|Blue|27|1|3|9347|1988|7359|2201|46|Ekzistues
711817158|30|M|2|College|Divorced|$40K - $60K|Blue|22|3|4|3143|1075|2068|2510|57|Ekzistues
765824058|46|M|4|Doctorate|Married|$80K - $120K|Blue|39|3|1|5106|1539|3567|3784|74|Ekzistues
710109633|39|M|2|College|Married|$60K - $80K|Blue|31|3|2|9871|1061|8810|1683|34|Ekzistues
713643858|53|F|1|College|Married|$40K - $60K|Blue|43|4|2|1525|1411|114|1911|47|Ekzistues
716399583|34|M|1|Uneducated|Married|$120K +|Blue|36|2|1|19630|1251|18379|2286|39|Ekzistues
714516783|54|F|0|Graduate|Divorced|Less than $40K|Silver|36|3|1|12547|1378|11169|3360|56|Ekzistues
710490708|54|M|3|High School|Single|$80K - $120K|Blue|36|1|3|17686|0|17686|2047|46|Ekzistues
780662133|39|M|2|Uneducated|Married|$60K - $80K|Blue|28|3|5|3257|2517|740|1534|35|Ekzistues
715389708|36|F|3|Graduate|Married|Less than $40K|Blue|28|3|2|4824|2517|2307|1516|32|Ekzistues
789607983|38|M|3|High School|Married|$40K - $60K|Blue|32|6|2|8603|1046|7557|1758|40|Ekzistues
720171033|45|M|4|Unknown|Married|$60K - $80K|Blue|36|1|1|11498|1577|9921|4014|70|Ekzistues
815104608|28|F|0|Graduate|Divorced|Less than $40K|Blue|23|1|3|3818|584|3234|2947|87|Ekzistues
719660658|37|F|1|High School|Single|Unknown|Blue|36|2|2|16594|1931|14663|2134|47|Ekzistues
714159858|57|M|0|Graduate|Married|$40K - $60K|Blue|48|2|2|5387|2047|3340|1546|36|Ekzistues
714225333|48|F|4|Graduate|Married|Less than $40K|Blue|36|1|1|2930|773|2157|1545|21|Ekzistues
712204308|33|M|0|Unknown|Single|$40K - $60K|Blue|36|1|1|10023|504|9519|2878|65|Ekzistues
718468158|38|M|1|Uneducated|Married|$60K - $80K|Blue|25|2|3|9303|1599|7704|2261|37|Ekzistues
711575058|36|M|3|Unknown|Married|$60K - $80K|Blue|36|2|2|2956|2411|545|1896|31|Ekzistues
735417408|37|M|2|High School|Married|$60K - $80K|Blue|30|1|2|2218|1266|952|1941|58|Ekzistues
717171408|36|M|1|Unknown|Married|$80K - $120K|Blue|26|2|1|9959|0|9959|2021|41|Ekzistues
814312308|54|F|3|Uneducated|Married|$40K - $60K|Blue|49|3|2|5335|1373|3962|1435|29|Ekzistues
711786108|52|M|1|Graduate|Married|$60K - $80K|Blue|43|3|2|7187|2014|5173|1159|26|Ekzistues
712905708|53|F|1|Graduate|Married|Less than $40K|Blue|39|2|4|2590|1564|1026|1188|40|Ekzistues
720050208|27|F|1|High School|Single|Less than $40K|Blue|19|1|3|4255|1748|2507|2236|57|Ekzistues
793952133|32|F|0|High School|Married|Less than $40K|Blue|26|2|3|2778|2312|466|1680|33|Ekzistues
798140283|57|M|4|Graduate|Married|$120K +|Blue|51|3|1|10711|1970|8741|1180|29|Ekzistues
720427683|58|M|2|Uneducated|Single|$120K +|Blue|46|3|4|16163|0|16163|2171|48|Larguar
789970233|54|F|2|High School|Married|Less than $40K|Blue|45|1|1|2513|1126|1387|1454|30|Ekzistues
713893308|45|M|3|Graduate|Divorced|$60K - $80K|Blue|37|1|1|3291|1607|1684|1984|38|Ekzistues
718843608|36|F|2|Post-Graduate|Divorced|Less than $40K|Blue|25|2|4|8917|1091|7826|3327|80|Ekzistues
752085108|39|F|2|Graduate|Married|$40K - $60K|Blue|29|5|2|4955|1157|3798|1824|38|Ekzistues
789435783|39|F|1|Graduate|Married|$40K - $60K|Blue|30|1|2|2909|1274|1635|1532|26|Ekzistues
711032058|34|M|3|High School|Single|$80K - $120K|Silver|21|4|3|34516|2517|31999|2901|75|Ekzistues
784719708|54|F|2|Uneducated|Married|$40K - $60K|Blue|43|1|1|1438.3|0|1438.3|1707|41|Ekzistues
804663258|54|M|2|High School|Married|$80K - $120K|Blue|49|1|4|14015|2065|11950|1903|49|Ekzistues
716900433|36|M|2|Graduate|Married|$60K - $80K|Blue|28|2|2|2540|1402|1138|2384|61|Ekzistues
720909408|37|M|2|High School|Divorced|$120K +|Blue|24|2|2|3497|1665|1832|2337|61|Ekzistues
712187808|27|M|0|Uneducated|Married|$40K - $60K|Blue|15|3|4|3682|0|3682|1826|35|Ekzistues
718428033|55|F|4|Graduate|Single|Less than $40K|Blue|41|2|1|4430|1543|2887|3395|70|Ekzistues
714892533|26|M|0|Unknown|Single|Unknown|Blue|16|3|2|3877|0|3877|2473|33|Ekzistues
714985458|56|M|1|Graduate|Married|$60K - $80K|Blue|36|2|3|15124|1974|13150|1850|44|Ekzistues
716647983|58|F|2|Graduate|Married|Less than $40K|Blue|53|3|1|7712|962|6750|1574|34|Ekzistues
712340733|42|F|2|Graduate|Unknown|Unknown|Blue|34|2|2|19373|1142|18231|1792|48|Ekzistues
719293533|30|M|1|College|Single|Unknown|Blue|13|3|3|21590|2517|19073|2567|70|Ekzistues
715257708|38|M|1|High School|Married|$60K - $80K|Blue|32|2|1|3657|1687|1970|2758|55|Ekzistues
708331758|47|F|2|Uneducated|Divorced|Unknown|Silver|35|1|4|32444|1843|30601|3725|60|Ekzistues
709501683|33|F|1|Graduate|Single|$40K - $60K|Blue|24|1|2|5830|1665|4165|2263|60|Ekzistues
711692508|54|F|2|Post-Graduate|Married|Less than $40K|Blue|47|4|3|1438.3|0|1438.3|1154|22|Larguar
715612983|65|F|1|Graduate|Single|Unknown|Blue|55|2|4|6463|1660|4803|2336|49|Ekzistues
709674333|33|M|2|High School|Single|$60K - $80K|Blue|23|2|1|2400|0|2400|2677|70|Ekzistues
805522758|44|F|1|Doctorate|Divorced|Less than $40K|Blue|39|2|4|2311|1830|481|1701|33|Ekzistues
781013958|57|F|3|Unknown|Married|$40K - $60K|Blue|48|2|2|3585|1244|2341|1344|37|Ekzistues
717495258|34|M|3|Uneducated|Married|$80K - $120K|Blue|25|3|2|9131|916|8215|1893|36|Ekzistues
795052083|63|F|0|Uneducated|Single|$40K - $60K|Blue|56|6|4|1438.3|0|1438.3|3630|71|Ekzistues
773389908|37|F|3|High School|Single|Less than $40K|Blue|31|1|3|1438.3|0|1438.3|2075|66|Ekzistues
719320833|39|M|2|Post-Graduate|Married|$60K - $80K|Blue|36|3|2|5471|2056|3415|1992|46|Ekzistues
816843933|39|M|2|High School|Married|$80K - $120K|Blue|34|3|3|8823|1541|7282|1961|32|Ekzistues
789196158|55|M|1|Graduate|Married|$60K - $80K|Blue|44|2|4|2173|1520|653|1485|26|Ekzistues
717930483|37|M|2|Graduate|Single|$120K +|Blue|25|3|0|5616|0|5616|1564|31|Larguar
773442258|57|M|1|Doctorate|Married|$80K - $120K|Blue|51|2|2|8571|1616|6955|1397|28|Ekzistues
719872833|45|F|2|Graduate|Divorced|Less than $40K|Blue|36|6|3|2803|0|2803|3347|71|Ekzistues
721491258|53|M|4|Graduate|Married|$80K - $120K|Blue|36|2|2|3924|2517|1407|1417|30|Ekzistues
770575233|37|M|2|Graduate|Single|$60K - $80K|Blue|23|1|2|5663|1149|4514|2553|61|Ekzistues
715800708|60|F|0|Uneducated|Married|Less than $40K|Blue|49|1|2|3955|2000|1955|1560|43|Ekzistues
719996958|29|F|0|Uneducated|Single|Less than $40K|Blue|23|3|4|7997|0|7997|2208|56|Ekzistues
719889408|56|F|4|Uneducated|Married|Less than $40K|Blue|36|1|5|3652|1351|2301|1561|39|Ekzistues
708811233|37|M|2|Graduate|Married|$80K - $120K|Blue|27|2|1|12702|2008|10694|1992|40|Ekzistues
794627208|43|M|1|High School|Married|$60K - $80K|Blue|23|3|2|7189|1550|5639|1935|52|Ekzistues
719020983|58|M|1|Graduate|Married|$80K - $120K|Blue|42|3|1|12421|2517|9904|1913|49|Ekzistues
719131533|29|F|0|Post-Graduate|Divorced|Less than $40K|Blue|17|2|4|2585|2008|577|3519|73|Ekzistues
710449983|38|M|2|High School|Married|$120K +|Blue|29|1|2|2818|1656|1162|2916|45|Ekzistues
715651833|65|M|1|Unknown|Single|Less than $40K|Blue|36|4|4|2351|0|2351|1593|35|Larguar
720714933|62|F|1|Graduate|Married|Less than $40K|Blue|49|2|2|3143|2517|626|1323|25|Ekzistues
789170283|53|M|1|Graduate|Unknown|$80K - $120K|Blue|42|5|4|6514|978|5536|3084|63|Ekzistues
810201783|26|F|0|Graduate|Single|$40K - $60K|Blue|17|3|3|3119|1328|1791|2740|62|Ekzistues
715517733|46|F|3|High School|Single|Less than $40K|Silver|39|0|4|13092|1962|11130|936|25|Larguar
709042908|51|F|1|College|Married|$40K - $60K|Blue|44|2|1|1438.3|0|1438.3|2207|68|Ekzistues
715023333|39|M|2|Uneducated|Married|Less than $40K|Blue|34|2|4|3702|1118|2584|2585|64|Ekzistues
720801033|51|F|1|High School|Married|Unknown|Blue|36|2|3|9095|2517|6578|1347|27|Ekzistues
714345783|59|M|2|High School|Married|$40K - $60K|Blue|50|3|2|2701|1572|1129|1469|36|Ekzistues
779209083|56|M|3|Unknown|Married|$40K - $60K|Blue|45|2|4|1813|1387|426|1468|32|Ekzistues
713972658|56|F|2|Graduate|Married|Unknown|Blue|36|3|2|5335|996|4339|1454|43|Ekzistues
710782458|31|M|1|Graduate|Married|$40K - $60K|Blue|20|2|5|2469|1695|774|1615|36|Ekzistues
711142308|37|M|0|High School|Divorced|$40K - $60K|Blue|36|1|5|3091|0|3091|2572|65|Ekzistues
824789283|36|M|2|High School|Single|$40K - $60K|Blue|32|5|2|2683|1533|1150|2373|73|Ekzistues
715187733|26|F|1|Unknown|Single|Unknown|Blue|15|4|3|5464|0|5464|2473|46|Ekzistues
721014858|61|F|0|Graduate|Married|Less than $40K|Blue|53|1|2|2942|2022|920|1479|28|Ekzistues
710363433|26|M|0|High School|Single|Less than $40K|Blue|36|3|3|2735|1348|1387|2441|58|Ekzistues
715479483|35|M|2|College|Married|$80K - $120K|Blue|36|2|4|15279|1496|13783|2079|57|Ekzistues
708243483|53|M|3|College|Married|$120K +|Blue|43|2|5|14938|1155|13783|2248|51|Ekzistues
714770808|59|M|2|High School|Married|Less than $40K|Blue|42|3|5|4328|670|3658|1580|54|Ekzistues
720626058|37|M|1|Graduate|Single|$80K - $120K|Blue|24|4|4|34516|934|33582|1768|52|Ekzistues
709185108|38|M|3|High School|Married|$60K - $80K|Blue|26|4|2|5824|1542|4282|1801|44|Ekzistues
719596908|56|F|5|Doctorate|Married|Unknown|Blue|48|2|2|11281|2118|9163|1255|30|Ekzistues
719273733|37|M|2|Uneducated|Married|$60K - $80K|Blue|36|3|5|7959|998|6961|1855|29|Ekzistues
717348258|33|M|1|Graduate|Married|$120K +|Blue|21|1|3|4459|1899|2560|2502|48|Ekzistues
770882508|38|M|2|College|Married|$80K - $120K|Blue|24|1|5|17162|773|16389|2457|54|Ekzistues
799026633|56|M|1|Uneducated|Married|$120K +|Blue|50|3|5|16254|1518|14736|2502|55|Ekzistues
718777008|59|M|0|High School|Married|$80K - $120K|Blue|47|1|2|3278|1306|1972|1374|32|Ekzistues
713352183|30|M|1|Post-Graduate|Married|Less than $40K|Blue|17|1|2|7173|1227|5946|1793|33|Ekzistues
716128083|56|M|2|High School|Married|$40K - $60K|Blue|36|2|3|3295|2002|1293|1191|34|Ekzistues
721288158|33|M|2|Unknown|Single|$120K +|Blue|15|2|2|25033|2300|22733|2529|71|Ekzistues
757881258|31|M|0|Graduate|Divorced|$60K - $80K|Blue|24|2|2|4232|2092|2140|2565|69|Ekzistues
715843533|26|M|1|College|Single|$40K - $60K|Blue|36|4|3|2703|1256|1447|2111|29|Ekzistues
717234183|29|M|1|Graduate|Married|Less than $40K|Blue|18|1|4|2710|629|2081|1718|37|Ekzistues
717260058|53|F|2|Uneducated|Married|Less than $40K|Blue|42|1|5|2322|1284|1038|1573|27|Ekzistues
709710783|35|F|0|High School|Single|Less than $40K|Blue|36|3|4|5931|0|5931|2730|71|Ekzistues
787284858|35|M|2|Uneducated|Unknown|$120K +|Blue|29|1|2|3300|1731|1569|1745|27|Ekzistues
815845758|56|F|4|High School|Married|Less than $40K|Blue|51|2|3|1438.3|0|1438.3|1354|24|Ekzistues
720639783|35|F|1|Uneducated|Single|Unknown|Silver|27|3|2|34516|0|34516|2562|62|Ekzistues
713331408|35|M|3|Uneducated|Married|$40K - $60K|Blue|36|2|5|8682|1647|7035|1792|36|Ekzistues
778693458|32|M|1|High School|Divorced|$60K - $80K|Blue|13|3|3|12616|0|12616|1376|29|Larguar
788610258|49|M|4|College|Unknown|Less than $40K|Blue|43|2|4|9652|2517|7135|3762|73|Ekzistues
711173883|36|M|4|Graduate|Divorced|$120K +|Blue|29|2|2|1651|770|881|2516|54|Ekzistues
717628608|37|M|3|Unknown|Married|$60K - $80K|Blue|29|1|5|2576|1640|936|2568|34|Ekzistues
789261558|58|M|1|High School|Married|$60K - $80K|Blue|47|1|4|2212|1392|820|1387|34|Ekzistues
770647233|35|F|2|High School|Married|Less than $40K|Blue|21|6|3|2157|1188|969|2111|59|Ekzistues
712826208|39|F|2|Graduate|Married|$40K - $60K|Blue|26|1|2|2575|1424|1151|1487|33|Ekzistues
718181433|65|F|0|Uneducated|Single|Less than $40K|Blue|56|1|2|8705|1453|7252|2688|88|Ekzistues
714460683|65|M|0|High School|Married|Less than $40K|Blue|56|3|5|3838|1736|2102|1467|29|Ekzistues
716460933|51|M|2|Unknown|Married|$120K +|Blue|42|1|4|10306|1427|8879|1456|44|Ekzistues
710787708|56|F|1|Uneducated|Married|$40K - $60K|Blue|40|2|5|5366|1271|4095|1748|38|Ekzistues
713800158|58|M|0|High School|Married|$80K - $120K|Blue|36|3|2|2994|2351|643|1540|32|Ekzistues
712551258|39|M|1|Uneducated|Married|Less than $40K|Blue|36|3|3|4247|0|4247|847|17|Larguar
715379133|51|F|1|College|Single|Less than $40K|Blue|36|4|2|1737|1145|592|1954|42|Ekzistues
712091433|58|M|4|Uneducated|Single|$40K - $60K|Silver|50|2|3|18431|902|17529|2950|61|Ekzistues
771756333|34|F|3|Graduate|Married|Less than $40K|Blue|23|3|3|2263|1794|469|2154|37|Ekzistues
779895108|39|M|3|Unknown|Single|$80K - $120K|Blue|23|1|4|2718|2156|562|1711|36|Ekzistues
771976683|54|F|1|College|Married|Unknown|Blue|43|3|2|5839|2130|3709|1640|44|Ekzistues
716800908|26|F|2|High School|Single|Unknown|Blue|13|0|3|5137|0|5137|2496|49|Ekzistues
789413958|53|M|1|Graduate|Single|$80K - $120K|Blue|43|2|3|11909|1018|10891|1938|53|Ekzistues
711574008|32|M|3|College|Single|$80K - $120K|Blue|21|3|5|21390|0|21390|2477|59|Ekzistues
714138408|49|M|3|High School|Married|$60K - $80K|Blue|39|1|4|9264|629|8635|4107|79|Ekzistues
709334658|39|F|2|Uneducated|Married|Less than $40K|Blue|26|2|5|5484|2517|2967|2025|51|Ekzistues
709564683|32|M|2|Graduate|Married|$40K - $60K|Blue|22|3|5|4739|0|4739|886|21|Larguar
772292358|30|M|1|College|Divorced|Less than $40K|Blue|19|3|3|7970|0|7970|1284|30|Larguar
712933083|37|M|1|Uneducated|Single|$80K - $120K|Blue|36|1|2|3127|2378|749|2292|49|Ekzistues
710497608|38|M|2|Uneducated|Single|$40K - $60K|Blue|36|1|2|7756|1670|6086|1858|51|Ekzistues
721443408|46|M|2|Uneducated|Single|$120K +|Blue|33|2|3|34516|676|33840|3508|58|Ekzistues
709149408|36|M|2|Uneducated|Married|$60K - $80K|Blue|36|3|4|5605|1322|4283|2338|41|Ekzistues
708446808|33|M|1|Post-Graduate|Married|$80K - $120K|Blue|36|3|2|2946|1359|1587|2017|48|Ekzistues
824192658|58|F|3|Post-Graduate|Single|Less than $40K|Blue|54|2|3|8886|0|8886|4148|79|Ekzistues
711625683|46|M|4|Doctorate|Married|$120K +|Blue|36|2|5|3104|862|2242|2781|74|Ekzistues
717487983|39|M|5|Unknown|Married|$80K - $120K|Blue|36|3|3|19435|2120|17315|2062|55|Ekzistues
717301908|54|F|2|Doctorate|Married|Less than $40K|Blue|46|3|3|3312|1624|1688|1973|55|Ekzistues
718435158|50|M|3|High School|Married|$120K +|Blue|40|1|4|34516|0|34516|1930|36|Ekzistues
714797733|41|M|3|College|Single|$60K - $80K|Blue|33|1|4|5246|0|5246|3189|56|Ekzistues
719213133|53|M|1|Graduate|Unknown|$60K - $80K|Blue|41|1|2|2432|1554|878|3670|60|Ekzistues
798962058|36|F|5|Graduate|Married|Less than $40K|Blue|30|3|3|3103|2399|704|1836|48|Ekzistues
718970058|38|M|3|Unknown|Married|$120K +|Blue|33|3|4|30746|1168|29578|1519|43|Ekzistues
713021208|55|F|2|College|Single|Unknown|Silver|36|3|3|34516|0|34516|1353|40|Larguar
810856833|45|M|4|College|Unknown|$120K +|Blue|40|2|2|11962|1025|10937|1907|52|Ekzistues
787868958|36|M|2|High School|Single|$80K - $120K|Blue|27|3|3|14690|979|13711|2746|68|Ekzistues
708161133|45|M|1|Graduate|Single|$40K - $60K|Blue|32|1|2|6629|1389|5240|3891|69|Ekzistues
708174708|38|M|4|Graduate|Married|$40K - $60K|Blue|27|2|4|5535|1276|4259|1764|38|Ekzistues
708735183|35|F|2|High School|Married|Less than $40K|Blue|22|3|3|2544|1848|696|2289|49|Ekzistues
708445608|48|M|3|College|Married|Less than $40K|Blue|37|3|3|3305|2517|788|2027|57|Ekzistues
778943883|51|M|2|Uneducated|Single|$120K +|Blue|36|2|4|34516|888|33628|1959|42|Ekzistues
788810658|37|F|1|College|Single|Unknown|Blue|20|2|5|9466|0|9466|2503|70|Ekzistues
789050883|33|F|2|Doctorate|Single|Unknown|Blue|21|3|4|5297|0|5297|2655|62|Ekzistues
714531108|31|M|1|College|Married|$80K - $120K|Blue|36|3|3|4260|1775|2485|2109|52|Ekzistues
711635358|40|F|4|College|Single|Less than $40K|Blue|26|1|2|7291|2517|4774|2198|56|Ekzistues
803648508|43|M|4|High School|Unknown|$80K - $120K|Blue|37|2|3|13882|758|13124|1646|42|Ekzistues
813200058|63|M|0|Graduate|Married|$40K - $60K|Blue|56|2|5|6500|1786|4714|1497|27|Ekzistues
805261983|35|F|4|Unknown|Married|Less than $40K|Blue|30|3|4|1626|979|647|2847|61|Ekzistues
715206408|31|F|1|High School|Single|Less than $40K|Blue|22|1|5|6662|0|6662|3264|83|Ekzistues
788684508|36|M|4|Uneducated|Married|$80K - $120K|Blue|25|3|3|5846|1732|4114|2056|41|Ekzistues
737933883|34|M|1|High School|Married|$60K - $80K|Blue|27|1|2|8063|2149|5914|2042|49|Ekzistues
